t, C
-0.029239766081871288, -0.000007920792079207798
0.058479532163742576, 0.0000059405940594059025
0.2923976608187129, 0
0.4385964912280693, -0.000009900990099009801
0.5555555555555562, 0
0.818713450292397, 0.000007920792079207906
0.9649122807017543, -0.000017821782178217816
1.0818713450292394, -0.0000019801980198018952
1.1988304093567246, -0.000007920792079207798
1.3742690058479523, 0.000007920792079207906
1.4619883040935688, -0.0000019801980198018952
1.6081871345029244, 0.0000019801980198020036
1.6959064327485374, -0.000011881188118811805
1.9005847953216373, 0
1.9883040935672502, -0.000009900990099009801
2.163742690058478, 0.0000059405940594059025
2.309941520467837, 0.0000059405940594059025
2.39766081871345, -0.000009900990099009801
2.5730994152046778, -0.000009900990099009801
2.690058479532163, 0.0000019801980198020036
2.9532163742690054, -0.0000019801980198018952
3.0701754385964906, 0.000007920792079207906
3.1871345029239775, -0.0000019801980198018952
3.421052631578948, 0
3.5087719298245625, -0.000011881188118811805
3.654970760233918, -0.0000019801980198018952
3.7719298245614032, -0.000009900990099009801
3.88888888888889, -0.0000019801980198018952
4.444444444444444, -0.0000019801980198018952
4.561403508771931, 0.0000019801980198020036
4.678362573099416, -0.000007920792079207798
4.853801169590644, 0.000003960396039604007
5.087719298245614, -0.000009900990099009801
5.526315789473684, 0.00027326732673267325
5.906432748538012, 0.00027524752475247525
6.023391812865497, 0.0002455445544554455
6.198830409356725, 0.00024356435643564363
6.374269005847952, 0.0002316831683168316
6.608187134502924, 0.00020198019801980199
6.871345029239765, 0.00015841584158415856
7.046783625730993, 0.00015445544554455444
7.105263157894737, 0.00013663366336633673
7.251461988304093, 0.00013267326732673262
7.426900584795322, 0.00011089108910891101
7.514619883040937, 0.0000970297029702971
7.60233918128655, 0.0001069306930693069
7.719298245614037, 0.00009306930693069309
7.923976608187135, 0.00010099009900990099
7.982456140350878, 0.00007722772277227727
8.187134502923978, 0.00008712871287128718
8.391812865497077, 0.00006138613861386146
8.596491228070175, 0.00007128712871287137
8.801169590643276, 0.000047524752475247545
9.035087719298247, 0.00007326732673267327
9.093567251461987, 0.00004950495049504955
9.239766081871345, 0.00005544554455445545
9.444444444444443, 0.000057425742574257455
9.5906432748538, 0.00003564356435643574
9.912280701754387, 0.00005148514851485155
10.116959064327485, 0.00003564356435643574
10.292397660818715, 0.00004158415841584164
10.380116959064328, 0.00003366336633663363
10.614035087719301, 0.000043564356435643646
10.701754385964914, 0.000027722772277227726
10.906432748538013, 0.000027722772277227726
11.023391812865494, 0.00003564356435643574
11.140350877192983, 0.00002574257425742583
11.28654970760234, 0.00003960396039603964
11.403508771929825, 0.00002574257425742583
11.578947368421051, 0.00003366336633663363
11.812865497076025, 0.000017821782178217924
11.929824561403507, 0.00002574257425742583
12.514619883040936, 0.000027722772277227726
12.982456140350877, 0.00002574257425742583
13.391812865497077, 0.00001980198019801982
13.830409356725145, 0.000017821782178217924
14.239766081871345, 0.000017821782178217924
14.678362573099413, 0.000023762376237623827
15.058479532163744, 0.000017821782178217924
15.438596491228068, 0.00001980198019801982
15.847953216374268, 0.000017821782178217924
16.198830409356727, 0.00001980198019801982
16.52046783625731, 0.000009900990099010018
17.046783625730995, 0.000013861386138613917
17.54385964912281, 0.00001584158415841592
17.953216374269008, 0.0000059405940594059025
18.304093567251464, 0.0000059405940594059025
18.62573099415205, 0.000009900990099010018
19.005847953216374, 0.000011881188118812022
19.32748538011696, 0.000011881188118812022
19.619883040935676, -0.000003960396039603899
19.736842105263158, 0.000009900990099010018
20, 0.000007920792079207906
20.292397660818715, -0.0000019801980198018952
20.584795321637426, -0.0000019801980198018952
20.789473684210527, -0.0000019801980198018952
